RCDTS,Type,District,City,County,District Type,District Size,Student Enrollment - Total,Student Enrollment - Low Income %,Avg Class Size – All Grades,Avg Teaching Exp,Bachelor Degree,Masters Degree,Teacher Retention Rate,Teacher Avg Salary,Admin Avg Salary
10010010260000,District,Payson CUSD 1,Payson,Adams,UNIT,MEDIUM,559.0,48.8,17.0,11.5,56.3,43.8,92.9,36085.63,72141.72
10010020260000,District,Liberty CUSD 2,Liberty,Adams,UNIT,MEDIUM,602.0,24.9,20.0,13.5,41.9,58.1,91.5,41534.22,83605.24
10010030260000,District,Central CUSD 3,Camp Point,Adams,UNIT,MEDIUM,874.0,46.7,19.0,12.5,42.9,57.1,81.3,47686.51,75068.5
10010040260000,District,CUSD 4,Mendon,Adams,UNIT,MEDIUM,674.0,20.2,18.0,14.1,61.3,38.7,89.7,40254.81,83692.0
10011720220000,District,Quincy SD 172,Quincy,Adams,UNIT,LARGE,6469.0,60.7,18.0,12.0,56.9,42.6,73.6,45089.41,82764.57
10050010260000,District,Brown County CUSD 1,Mount Sterling,Brown,UNIT,MEDIUM,734.0,84.5,16.0,12.0,69.7,30.3,73.8,41230.67,85725.0
10090150260000,District,Beardstown CUSD 15,Beardstown,Cass,UNIT,MEDIUM,1582.0,70.7,16.0,11.6,63.0,36.0,75.5,43408.09,81832.66
10090640260000,District,Virginia CUSD 64,Virginia,Cass,UNIT,SMALL,301.0,53.5,14.0,11.2,57.2,42.8,72.4,45024.46,93545.0
10092620260000,District,A-C Central CUSD 262,Ashland,Cass,UNIT,SMALL,440.0,49.8,14.0,12.2,88.4,11.6,75.3,37318.09,92281.53
10690010260000,District,Franklin CUSD 1,Franklin,Morgan,UNIT,SMALL,305.0,30.5,16.0,15.3,62.2,37.8,90.9,41429.91,88952.22
10690060260000,District,Waverly CUSD 6,Waverly,Morgan,UNIT,SMALL,375.0,34.1,15.0,13.5,78.7,21.3,77.4,42622.41,85320.23
10690110260000,District,Meredosia-Chambersburg CUSD 11,Meredosia,Morgan,UNIT,SMALL,201.0,65.2,10.0,13.8,71.1,24.4,71.7,40834.29,89731.31
10690270260000,District,Triopia CUSD 27,Concord,Morgan,UNIT,SMALL,383.0,35.0,16.0,14.5,73.0,27.0,87.1,39891.9,81241.53
10691170220000,District,Jacksonville SD 117,Jacksonville,Morgan,UNIT,LARGE,3372.0,55.0,19.0,12.6,67.2,31.4,83.0,45656.01,88654.71
10750030260000,District,Pleasant Hill CUSD 3,Pleasant Hill,Pike,UNIT,SMALL,315.0,52.1,15.0,12.5,65.3,34.7,86.5,41951.27,83314.43
10750040260000,District,Griggsville-Perry CUSD 4,Griggsville,Pike,UNIT,SMALL,382.0,58.1,12.0,13.8,70.5,29.5,71.3,39176.46,78716.67
10750100260000,District,Pikeland CUSD 10,Pittsfield,Pike,UNIT,MEDIUM,1265.0,47.8,21.0,13.4,67.0,31.8,85.3,40363.74,73596.0
10750120260000,District,Western CUSD 12,Barry,Pike,UNIT,MEDIUM,573.0,59.7,19.0,12.8,53.6,46.4,76.4,42303.36,78043.4
10860010260000,District,Winchester CUSD 1,Winchester,Scott,UNIT,MEDIUM,614.0,47.2,15.0,13.2,72.5,25.5,82.7,40610.16,71511.91
10860020260000,District,Scott-Morgan CUSD 2,Bluffs,Scott,UNIT,SMALL,226.0,50.9,15.0,13.0,58.8,41.2,79.3,38743.44,95103.29
30030010260000,District,Mulberry Grove CUSD 1,Mulberry Grove,Bond,UNIT,SMALL,438.0,50.2,15.0,12.4,58.9,41.1,85.7,43598.08,78695.25
30030020260000,District,Bond County CUSD 2,Greenville,Bond,UNIT,LARGE,1831.0,45.8,21.0,14.9,41.5,58.1,89.8,54594.77,87221.33
30110010260000,District,Morrisonville CUSD 1,Morrisonville,Christian,UNIT,SMALL,335.0,36.1,16.0,11.2,74.7,21.4,82.2,46825.63,88205.86
30110030260000,District,Taylorville CUSD 3,Taylorville,Christian,UNIT,LARGE,2542.0,52.4,19.0,14.7,75.7,24.3,87.2,49821.37,95312.78
30110040260000,District,Edinburg CUSD 4,Edinburg,Christian,UNIT,SMALL,277.0,47.7,14.0,12.4,82.0,18.0,79.7,36795.2,89341.2
30110080260000,District,Pana CUSD 8,Pana,Christian,UNIT,MEDIUM,1305.0,63.0,21.0,15.5,71.3,28.7,88.5,50706.35,98781.79
30110140240000,District,South Fork SD 14,Kincaid,Christian,UNIT,SMALL,331.0,60.4,15.0,13.5,66.8,33.2,79.7,39544.61,66587.78
30250100260000,District,Altamont CUSD 10,Altamont,Effingham,UNIT,MEDIUM,647.0,54.3,17.0,17.5,61.9,38.1,88.8,51273.52,84903.54
30250200260000,District,Beecher City CUSD 20,Beecher City,Effingham,UNIT,SMALL,295.0,42.7,15.0,18.2,57.7,42.3,94.7,53339.21,101116.95
30250300260000,District,Dieterich CUSD 30,Dieterich,Effingham,UNIT,MEDIUM,512.0,28.7,17.0,16.4,63.9,36.1,91.3,47665.62,87473.33
30250400260000,District,Effingham CUSD 40,Effingham,Effingham,UNIT,LARGE,2510.0,46.0,19.0,14.9,53.7,46.3,91.2,49808.15,102713.53
30250500260000,District,Teutopolis CUSD 50,Teutopolis,Effingham,UNIT,MEDIUM,1061.0,9.7,21.0,17.9,63.1,36.9,90.2,52471.3,100144.25
30262010260000,District,Brownstown CUSD 201,Brownstown,Fayette,UNIT,SMALL,376.0,51.1,17.0,15.7,46.9,53.1,91.8,45927.87,70000.0
30262020260000,District,St Elmo CUSD 202,Saint Elmo,Fayette,UNIT,SMALL,441.0,51.5,16.0,16.3,75.4,24.6,87.8,58243.62,111267.13
30262030260000,District,Vandalia CUSD 203,Vandalia,Fayette,UNIT,MEDIUM,1460.0,59.5,20.0,14.8,48.5,51.5,87.1,58321.98,112386.03
30262040260000,District,Ramsey CUSD 204,Ramsey,Fayette,UNIT,SMALL,445.0,50.6,15.0,12.8,68.6,31.4,84.9,43207.37,78720.99
30680020260000,District,Panhandle CUSD 2,Raymond,Montgomery,UNIT,MEDIUM,491.0,47.7,16.0,17.5,59.1,40.9,92.0,52865.42,81024.67
30680030260000,District,Hillsboro CUSD 3,Hillsboro,Montgomery,UNIT,MEDIUM,1687.0,50.9,19.0,15.7,51.0,49.0,90.7,55201.67,86434.78
30680120260000,District,Litchfield CUSD 12,Litchfield,Montgomery,UNIT,MEDIUM,1433.0,55.3,19.0,13.6,59.7,40.3,86.5,59242.9,102934.14
30680220260000,District,Nokomis CUSD 22,Nokomis,Montgomery,UNIT,MEDIUM,631.0,44.1,17.0,13.4,65.7,34.3,91.7,41893.15,84599.0
40041000260000,District,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,8003.0,44.6,22.0,11.6,36.9,62.9,88.3,59149.16,93921.76
40042000260000,District,North Boone CUSD 200,Poplar Grove,Boone,UNIT,MEDIUM,1635.0,36.8,19.0,10.8,52.5,47.5,83.5,54835.87,98496.4
41011220220000,District,Harlem UD 122,Machesney Park,Winnebago,UNIT,LARGE,6544.0,58.2,21.0,13.7,35.4,64.2,88.4,65387.99,106559.86
41011310040000,District,Kinnikinnick CCSD 131,Roscoe,Winnebago,ELEMENTARY,MEDIUM,1711.0,22.6,24.0,15.5,39.6,60.4,91.7,66330.94,97832.87
41011330040000,District,Prairie Hill CCSD 133,South Beloit,Winnebago,ELEMENTARY,MEDIUM,750.0,13.5,20.0,11.8,38.8,61.2,87.4,56253.53,90284.09
41011340040000,District,Shirland CCSD 134,Shirland,Winnebago,ELEMENTARY,SMALL,105.0,24.8,12.0,7.3,83.3,16.7,77.1,39888.0,131000.0
41011400040000,District,Rockton SD 140,Rockton,Winnebago,ELEMENTARY,MEDIUM,1589.0,31.8,25.0,14.1,41.2,58.8,90.7,60060.77,88797.71
41012050250000,District,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,28144.0,53.5,23.0,13.2,37.4,62.2,82.6,61640.59,88511.92
41012070160000,District,Hononegah CHD 207,Rockton,Winnebago,HIGH SCHOOL,MEDIUM,2010.0,21.4,23.0,15.6,16.4,83.6,94.2,74676.03,105604.87
41013200260000,District,County of Winnebago SD 320,South Beloit,Winnebago,UNIT,MEDIUM,968.0,64.4,15.0,10.7,62.0,38.0,82.9,50163.38,90178.74
41013210260000,District,Pecatonica CUSD 321,Pecatonica,Winnebago,UNIT,MEDIUM,873.0,15.9,17.0,14.0,45.7,54.3,92.4,47763.58,106597.97
41013220260000,District,Durand CUSD 322,Durand,Winnebago,UNIT,MEDIUM,610.0,30.8,17.0,13.9,35.9,64.1,89.3,50883.24,86765.2
41013230260000,District,Winnebago CUSD 323,Winnebago,Winnebago,UNIT,MEDIUM,1371.0,23.5,20.0,13.0,41.5,58.5,91.6,51891.99,81463.14
50160150040000,District,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,12431.0,40.1,23.0,14.2,30.3,69.5,87.7,76156.58,109627.25
50160210040000,District,Wheeling CCSD 21,Wheeling,Cook,ELEMENTARY,LARGE,6540.0,50.4,23.0,15.1,14.2,85.8,87.2,81735.59,119413.14
50160230020000,District,Prospect Heights SD 23,Prospect Heights,Cook,ELEMENTARY,MEDIUM,1587.0,29.2,20.0,13.6,33.0,67.0,91.6,68284.72,120122.4
50160250020000,District,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,LARGE,5588.0,9.2,21.0,15.1,23.2,76.8,92.5,74485.17,108893.11
50160260020000,District,River Trails SD 26,Mt Prospect,Cook,ELEMENTARY,MEDIUM,1552.0,33.5,19.0,16.1,22.5,77.5,90.6,77779.57,137778.37
50160270020000,District,Northbrook ESD 27,Northbrook,Cook,ELEMENTARY,MEDIUM,1263.0,2.6,20.0,16.3,19.5,80.5,92.0,92875.96,146566.75
50160280020000,District,Northbrook SD 28,Northbrook,Cook,ELEMENTARY,LARGE,1800.0,2.9,19.0,13.7,19.3,80.7,89.2,80147.77,143686.25
50160290020000,District,Sunset Ridge SD 29,Northfield,Cook,ELEMENTARY,MEDIUM,485.0,2.1,18.0,14.0,22.3,77.7,89.8,82600.09,157097.97
50160300020000,District,Northbrook/Glenview SD 30,Northbrook,Cook,ELEMENTARY,MEDIUM,1200.0,1.8,21.0,14.1,13.3,86.7,93.7,74550.35,156912.15
50160310020000,District,West Northfield SD 31,Northbrook,Cook,ELEMENTARY,MEDIUM,882.0,22.7,19.0,12.4,33.1,66.9,86.6,70499.79,143346.47
50160340040000,District,Glenview CCSD 34,Glenview,Cook,ELEMENTARY,LARGE,4838.0,21.5,23.0,12.4,30.2,69.8,85.3,69164.69,140146.56
50160350020000,District,Glencoe SD 35,Glencoe,Cook,ELEMENTARY,MEDIUM,1204.0,0.9,20.0,14.9,22.4,77.6,90.6,88247.92,143962.56
50160370020000,District,Avoca SD 37,Wilmette,Cook,ELEMENTARY,MEDIUM,741.0,5.0,13.0,14.7,11.4,88.6,89.7,89006.31,158221.83
50160390020000,District,Wilmette SD 39,Wilmette,Cook,ELEMENTARY,LARGE,3617.0,3.3,22.0,12.6,19.7,79.9,88.8,78822.23,131018.97
50160540040000,District,Schaumburg CCSD 54,Schaumburg,Cook,ELEMENTARY,LARGE,15003.0,19.1,21.0,10.4,36.3,63.4,87.9,72171.38,129051.42
50160570020000,District,Mount Prospect SD 57,Mt Prospect,Cook,ELEMENTARY,LARGE,2317.0,8.8,26.0,12.7,29.0,71.0,87.6,58556.61,113220.38
50160590040000,District,Comm Cons SD 59,Elk Grove Vlg,Cook,ELEMENTARY,LARGE,6881.0,57.9,21.0,14.1,21.1,78.9,88.8,84023.99,123377.16
50160620040000,District,CCSD 62,Des Plaines,Cook,ELEMENTARY,LARGE,4589.0,41.3,20.0,13.3,20.2,79.8,91.2,77682.49,120396.53
50160630020000,District,East Maine SD 63,Des Plaines,Cook,ELEMENTARY,LARGE,3463.0,52.9,21.0,10.6,34.3,65.7,80.6,64310.55,117540.1
50160640040000,District,Park Ridge CCSD 64,Park Ridge,Cook,ELEMENTARY,LARGE,4687.0,3.5,23.0,15.8,20.8,79.2,91.6,88018.9,122232.28
50160650040000,District,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,LARGE,7943.0,37.8,21.0,12.9,29.3,70.5,89.6,80309.39,139148.26
50160670020000,District,Golf ESD 67,Morton Grove,Cook,ELEMENTARY,MEDIUM,658.0,24.8,23.0,14.3,52.4,47.6,94.4,88936.57,145431.76
50160680020000,District,Skokie SD 68,Skokie,Cook,ELEMENTARY,LARGE,1882.0,51.4,21.0,12.8,22.3,77.7,90.6,78127.4,131757.0
50160690020000,District,Skokie SD 69,Skokie,Cook,ELEMENTARY,MEDIUM,1697.0,52.5,22.0,11.2,34.3,65.7,80.0,69119.57,124327.33
50160700020000,District,Morton Grove SD 70,Morton Grove,Cook,ELEMENTARY,MEDIUM,917.0,24.6,24.0,15.5,21.2,78.8,85.5,86381.41,115768.8
50160710020000,District,Niles ESD 71,Niles,Cook,ELEMENTARY,MEDIUM,588.0,41.3,21.0,12.4,35.8,62.3,89.6,74916.03,135337.41
50160720020000,District,Fairview SD 72,Skokie,Cook,ELEMENTARY,MEDIUM,731.0,20.9,21.0,11.5,21.2,78.8,95.2,79893.94,129591.4
50160730020000,District,East Prairie SD 73,Skokie,Cook,ELEMENTARY,MEDIUM,519.0,25.6,17.0,13.6,23.3,76.7,93.1,77421.86,150616.36
50160735020000,District,Skokie SD 73-5,Skokie,Cook,ELEMENTARY,MEDIUM,1102.0,30.3,17.0,13.4,35.0,65.0,85.1,69883.17,132179.13
50160740020000,District,Lincolnwood SD 74,Lincolnwood,Cook,ELEMENTARY,MEDIUM,1254.0,11.2,21.0,14.7,17.3,82.7,90.4,87082.85,132224.74
50162020170000,District,Evanston Twp HSD 202,Evanston,Cook,HIGH SCHOOL,MEDIUM,3547.0,38.5,19.0,13.3,22.2,77.5,91.5,99441.41,147069.13
50162030170000,District,New Trier Twp HSD 203,Northfield,Cook,HIGH SCHOOL,LARGE,3968.0,3.7,22.0,16.6,5.2,94.8,91.3,114323.48,175359.08
50162070170000,District,Maine Township HSD 207,Park Ridge,Cook,HIGH SCHOOL,LARGE,6370.0,27.0,21.0,18.2,19.1,80.4,92.0,114773.46,127447.34
50162110170000,District,Township HSD 211,Palatine,Cook,HIGH SCHOOL,LARGE,11841.0,35.5,21.0,14.7,17.1,82.9,94.2,99473.85,140753.85
50162140170000,District,Township HSD 214,Arlington Heights,Cook,HIGH SCHOOL,LARGE,12029.0,20.4,21.0,16.2,12.2,87.7,96.1,106043.67,142741.85
50162190170000,District,Niles Twp HSD 219,Skokie,Cook,HIGH SCHOOL,LARGE,4594.0,31.1,19.0,16.7,13.9,86.1,92.8,113327.81,131354.66
50162250170000,District,Northfield Twp HSD 225,Glenview,Cook,HIGH SCHOOL,LARGE,5172.0,14.5,21.0,15.3,24.2,75.8,91.3,112287.59,158779.59
60160780020000,District,Rosemont ESD 78,Rosemont,Cook,ELEMENTARY,SMALL,219.0,32.4,15.0,16.2,30.8,69.2,95.9,73441.27,193390.72
60160790020000,District,Pennoyer SD 79,Norridge,Cook,ELEMENTARY,MEDIUM,429.0,19.6,22.0,9.5,44.8,55.2,79.0,57626.38,122787.5
60160800020000,District,Norridge SD 80,Norridge,Cook,ELEMENTARY,MEDIUM,1100.0,31.5,24.0,12.9,39.5,60.5,33.9,73012.01,144450.33
60160810020000,District,Schiller Park SD 81,Schiller Park,Cook,ELEMENTARY,MEDIUM,1467.0,66.4,22.0,8.3,40.2,59.8,85.8,48413.68,115300.03
60160830020000,District,Mannheim SD 83,Franklin Park,Cook,ELEMENTARY,LARGE,2641.0,53.8,20.0,11.7,36.3,63.3,89.2,65119.57,118797.48
60160840020000,District,Franklin Park SD 84,Franklin Park,Cook,ELEMENTARY,MEDIUM,1340.0,64.5,22.0,13.0,29.0,71.0,90.3,58554.74,128246.76
60160845020000,District,Rhodes SD 84-5,River Grove,Cook,ELEMENTARY,MEDIUM,655.0,77.7,18.0,11.3,51.9,48.1,89.0,57893.68,118905.25
60160855020000,District,River Grove SD 85-5,River Grove,Cook,ELEMENTARY,MEDIUM,732.0,61.6,25.0,15.3,29.8,70.2,93.6,60539.07,107167.75
60160860020000,District,Union Ridge SD 86,Harwood Heights,Cook,ELEMENTARY,MEDIUM,662.0,29.9,22.0,13.5,23.3,76.7,95.4,70638.2,114485.0
60160870020000,District,Berkeley SD 87,Berkeley,Cook,ELEMENTARY,LARGE,2733.0,83.1,21.0,10.9,42.8,57.2,75.8,50338.72,98370.65
60160880020000,District,Bellwood SD 88,Bellwood,Cook,ELEMENTARY,LARGE,2556.0,95.1,19.0,12.7,36.4,63.0,72.7,52444.49,88104.3
60160890020000,District,Maywood-Melrose Park-Broadview 89,Melrose Park,Cook,ELEMENTARY,LARGE,4872.0,53.8,22.0,13.0,36.9,63.1,83.2,65863.47,98084.04
60160900020000,District,River Forest SD 90,River Forest,Cook,ELEMENTARY,MEDIUM,1432.0,5.9,21.0,14.8,18.9,81.1,91.4,67866.59,145356.57
60160910020000,District,Forest Park SD 91,Forest Park,Cook,ELEMENTARY,MEDIUM,782.0,52.7,14.0,12.4,23.4,76.6,87.9,62042.23,123589.0
60160920020000,District,Lindop SD 92,Broadview,Cook,ELEMENTARY,MEDIUM,433.0,57.0,20.0,10.2,31.2,68.8,83.0,58656.06,105257.0
60160925020000,District,Westchester SD 92-5,Westchester,Cook,ELEMENTARY,MEDIUM,1169.0,37.9,21.0,13.9,25.8,74.2,90.4,60039.23,104643.38
60160930020000,District,Hillside SD 93,Hillside,Cook,ELEMENTARY,MEDIUM,466.0,57.1,17.0,13.5,27.5,72.5,90.5,66170.11,143988.5
60160940020000,District,Komarek SD 94,North Riverside,Cook,ELEMENTARY,MEDIUM,559.0,43.6,21.0,12.3,33.3,66.7,87.6,55005.5,110109.16
60160950020000,District,Brookfield Lagrange Park SD 95,Brookfield,Cook,ELEMENTARY,MEDIUM,1185.0,16.5,21.0,11.6,33.7,66.3,90.7,56888.93,100792.0
60160960020000,District,Riverside SD 96,Riverside,Cook,ELEMENTARY,MEDIUM,1720.0,15.2,21.0,12.7,32.0,68.0,88.1,69149.35,116155.25
60160970020000,District,Oak Park ESD 97,Oak Park,Cook,ELEMENTARY,LARGE,6165.0,17.5,23.0,12.0,25.7,73.1,85.4,74512.22,116961.62
60160980020000,District,Berwyn North SD 98,Berwyn,Cook,ELEMENTARY,LARGE,2939.0,88.5,25.0,11.3,28.3,71.1,84.6,63721.99,127340.34
60160990020000,District,Cicero SD 99,Cicero,Cook,ELEMENTARY,LARGE,11874.0,75.9,21.0,11.2,43.6,56.0,84.5,59720.27,81896.6
60161000020000,District,Berwyn South SD 100,Berwyn,Cook,ELEMENTARY,LARGE,3728.0,76.8,23.0,8.8,44.9,55.1,78.0,54083.14,99892.52
60161020020000,District,La Grange SD 102,La Grange Park,Cook,ELEMENTARY,LARGE,3099.0,17.2,21.0,13.4,14.3,85.7,90.0,65484.53,121189.17
60161030020000,District,Lyons SD 103,Lyons,Cook,ELEMENTARY,LARGE,2476.0,75.6,23.0,11.2,44.0,56.0,87.9,56112.6,99388.38
60161050020000,District,La Grange SD 105 South,La Grange,Cook,ELEMENTARY,MEDIUM,1363.0,39.1,20.0,12.3,22.3,77.7,87.6,65989.82,122051.88
60161060020000,District,LaGrange Highlands SD 106,La Grange Highlands,Cook,ELEMENTARY,MEDIUM,894.0,4.9,20.0,13.8,31.8,68.2,86.6,67528.41,132284.71
60161070020000,District,Pleasantdale SD 107,Burr Ridge,Cook,ELEMENTARY,MEDIUM,832.0,10.3,23.0,15.9,21.2,78.8,94.4,65911.27,129345.43
60162000130000,District,Oak Park - River Forest SD 200,Oak Park,Cook,HIGH SCHOOL,MEDIUM,3415.0,21.6,18.0,14.1,12.6,87.4,93.3,104014.89,141189.05
60162010170000,District,J S Morton HSD 201,Cicero,Cook,HIGH SCHOOL,LARGE,8287.0,87.8,23.0,15.0,36.6,63.4,92.3,83141.72,102030.87
60162040170000,District,Lyons Twp HSD 204,La Grange,Cook,HIGH SCHOOL,LARGE,4072.0,12.6,24.0,15.7,10.8,89.2,96.6,109138.91,147032.95
60162080170000,District,Riverside-Brookfield Twp SD 208,Riverside,Cook,HIGH SCHOOL,MEDIUM,1632.0,14.2,23.0,13.9,25.6,74.4,96.0,96486.25,121483.4
60162090170000,District,Proviso Twp HSD 209,Forest Park,Cook,HIGH SCHOOL,LARGE,4454.0,30.2,19.0,12.8,24.3,74.5,80.8,65805.64,112750.0
60162120160000,District,Leyden CHSD 212,Franklin Park,Cook,HIGH SCHOOL,MEDIUM,3457.0,55.9,20.0,15.5,13.4,86.6,93.1,87960.34,126055.03
60162340160000,District,Ridgewood CHSD 234,Norridge,Cook,HIGH SCHOOL,MEDIUM,872.0,25.2,17.0,11.5,37.8,62.2,86.4,76048.18,118347.52
60164010260000,District,Elmwood Park CUSD 401,Elmwood Park,Cook,UNIT,LARGE,2862.0,45.5,23.0,13.5,29.7,70.3,89.6,80881.15,109889.01
70161040020000,District,Summit SD 104,Summit,Cook,ELEMENTARY,LARGE,1783.0,80.2,25.0,12.3,28.5,70.7,85.2,60191.59,108916.85
70161080020000,District,Willow Springs SD 108,Willow Springs,Cook,ELEMENTARY,MEDIUM,405.0,67.9,18.0,10.7,64.3,35.7,83.5,58736.88,122816.68
70161090020000,District,Indian Springs SD 109,Justice,Cook,ELEMENTARY,LARGE,2869.0,68.8,21.0,10.2,33.8,66.2,86.4,52811.64,110516.47
70161100020000,District,Central Stickney SD 110,Chicago,Cook,ELEMENTARY,MEDIUM,393.0,76.6,20.0,15.1,31.0,69.0,92.0,66229.75,118659.24
70161110020000,District,Burbank SD 111,Burbank,Cook,ELEMENTARY,LARGE,3657.0,58.1,17.0,12.9,39.7,60.3,85.3,61925.08,108130.8
70161170020000,District,North Palos SD 117,Palos Hills,Cook,ELEMENTARY,LARGE,3403.0,58.8,24.0,11.3,25.9,73.6,90.3,58253.98,103697.9
70161180040000,District,Palos CCSD 118,Palos Park,Cook,ELEMENTARY,LARGE,1988.0,25.1,23.0,16.9,15.2,84.8,90.0,74358.45,120660.6
70161220020000,District,Ridgeland SD 122,Oak Lawn,Cook,ELEMENTARY,LARGE,2386.0,66.6,23.0,10.0,46.3,53.7,82.7,53330.62,106656.9
70161230020000,District,Oak Lawn-Hometown SD 123,Oak Lawn,Cook,ELEMENTARY,LARGE,3301.0,43.2,25.0,12.6,31.0,69.0,87.9,60406.24,105028.19
70161240020000,District,Evergreen Park ESD 124,Evergreen Park,Cook,ELEMENTARY,LARGE,1892.0,44.1,20.0,13.8,37.4,62.6,83.3,56967.41,103691.1
70161250020000,District,Atwood Heights SD 125,Alsip,Cook,ELEMENTARY,MEDIUM,668.0,42.5,20.0,14.0,54.0,46.0,95.3,50698.08,113578.64
70161260020000,District,Alsip-Hazlgrn-Oaklwn SD 126,Alsip,Cook,ELEMENTARY,MEDIUM,1612.0,56.7,21.0,12.0,42.4,57.6,89.0,58542.22,113552.91
70161270020000,District,Worth SD 127,Worth,Cook,ELEMENTARY,MEDIUM,1195.0,58.5,22.0,13.2,33.0,67.0,94.0,55473.14,113172.71
70161275020000,District,Chicago Ridge SD 127-5,Chicago Ridge,Cook,ELEMENTARY,MEDIUM,1457.0,64.2,21.0,11.8,28.6,71.4,91.4,54624.37,100391.08
70161280020000,District,Palos Heights SD 128,Palos Heights,Cook,ELEMENTARY,MEDIUM,687.0,12.8,20.0,10.1,54.0,46.0,81.8,54879.37,105367.3
70161300020000,District,Cook County SD 130,Blue Island,Cook,ELEMENTARY,LARGE,3711.0,62.9,18.0,11.1,45.5,54.5,80.3,51098.4,79603.64
70161320020000,District,Calumet Public SD 132,Calumet Park,Cook,ELEMENTARY,MEDIUM,1112.0,70.5,19.0,8.2,53.1,46.9,73.5,42565.13,130795.42
70161330020000,District,Gen George Patton SD 133,Riverdale,Cook,ELEMENTARY,SMALL,277.0,45.1,23.0,11.3,53.7,46.3,86.8,53860.88,96451.13
70161350020000,District,Orland SD 135,Orland Park,Cook,ELEMENTARY,LARGE,5121.0,15.0,26.0,15.6,18.2,81.8,90.4,76518.35,118385.74
70161400020000,District,Kirby SD 140,Tinley Park,Cook,ELEMENTARY,LARGE,3585.0,12.6,22.0,13.9,28.4,71.6,90.8,66264.15,119519.91
70161420020000,District,Forest Ridge SD 142,Oak Forest,Cook,ELEMENTARY,MEDIUM,1677.0,36.4,24.0,11.6,45.4,54.6,84.5,51716.52,100864.59
70161430020000,District,Midlothian SD 143,Midlothian,Cook,ELEMENTARY,LARGE,1846.0,62.6,23.0,11.5,56.9,43.1,85.3,56190.14,111785.71
70161435020000,District,Posen-Robbins ESD 143-5,Posen,Cook,ELEMENTARY,MEDIUM,1565.0,91.4,21.0,9.8,51.7,47.3,74.0,48628.87,99807.35
70161440020000,District,Prairie-Hills ESD 144,Markham,Cook,ELEMENTARY,LARGE,2769.0,94.7,22.0,11.8,42.1,57.9,81.9,48516.84,85444.25
70161450020000,District,Arbor Park SD 145,Oak Forest,Cook,ELEMENTARY,MEDIUM,1309.0,46.9,20.0,12.6,46.9,52.0,85.7,52896.97,97789.1
70161460040000,District,CCSD 146,Tinley Park,Cook,ELEMENTARY,LARGE,2433.0,33.9,20.0,12.9,36.0,64.0,88.7,64690.02,112521.82
70161470020000,District,W Harvey-Dixmoor PSD 147,Harvey,Cook,ELEMENTARY,MEDIUM,1056.0,99.0,19.0,12.2,36.9,63.1,49.8,52472.5,100228.11
70161480020000,District,Dolton SD 148,Riverdale,Cook,ELEMENTARY,LARGE,2103.0,91.0,19.0,13.0,45.5,54.5,75.6,58905.36,115714.66
70161490020000,District,Dolton SD 149,Calumet City,Cook,ELEMENTARY,LARGE,2687.0,99.6,26.0,17.4,15.6,84.4,85.8,92490.91,144696.5
70161500020000,District,South Holland SD 150,South Holland,Cook,ELEMENTARY,MEDIUM,982.0,83.8,20.0,15.3,55.3,44.7,73.3,70779.04,116426.71
70161510020000,District,South Holland SD 151,South Holland,Cook,ELEMENTARY,MEDIUM,1455.0,96.4,23.0,10.7,45.6,52.8,85.6,52135.14,117427.46
70161520020000,District,Harvey SD 152,Harvey,Cook,ELEMENTARY,LARGE,2004.0,99.7,20.0,11.7,31.4,68.6,77.2,57848.32,101366.61
70161525020000,District,Hazel Crest SD 152-5,Hazel Crest,Cook,ELEMENTARY,MEDIUM,1027.0,91.5,21.0,8.9,63.6,36.4,65.7,50041.7,110244.81
70161530020000,District,Homewood SD 153,Homewood,Cook,ELEMENTARY,LARGE,2025.0,36.0,22.0,13.0,37.3,62.7,90.9,57997.47,103065.18
70161540020000,District,Thornton SD 154,Thornton,Cook,ELEMENTARY,SMALL,254.0,53.5,21.0,14.2,47.6,52.4,88.1,59534.89,90876.0
70161545020000,District,Burnham SD 154-5,Burnham,Cook,ELEMENTARY,SMALL,202.0,98.5,21.0,16.6,58.3,41.7,92.3,62252.8,106671.74
70161550020000,District,Calumet City SD 155,Calumet City,Cook,ELEMENTARY,MEDIUM,1150.0,59.3,16.0,13.6,42.3,57.7,89.3,47759.29,128415.79
70161560020000,District,Lincoln ESD 156,Calumet City,Cook,ELEMENTARY,MEDIUM,990.0,90.1,24.0,15.7,15.6,84.4,45.2,61809.34,113508.73
70161570020000,District,Hoover-Schrum Memorial SD 157,Calumet City,Cook,ELEMENTARY,MEDIUM,883.0,98.5,17.0,14.0,37.9,60.6,85.3,53526.83,85865.88
70161580020000,District,Lansing SD 158,Lansing,Cook,ELEMENTARY,LARGE,2633.0,65.1,25.0,11.6,33.6,66.4,86.7,57449.76,93503.68
70161590020000,District,ESD 159,Matteson,Cook,ELEMENTARY,LARGE,1935.0,75.6,18.0,12.5,35.0,65.0,83.6,54917.35,92312.32
