RCDTS,Type,District,City,County,District Type,District Size,Student Enrollment - Total,Student Enrollment - Low Income %,Avg Class Size – All Grades,Avg Teaching Exp,Bachelor Degree,Masters Degree,Teacher Retention Rate,Teacher Avg Salary,Admin Avg Salary
500821040020000,District,Central SD 104,O Fallon,Saint Clair,ELEMENTARY,MEDIUM,598.0,51.8,19.0,10.4,65.7,34.3,86.1,49921.58,98423.55
500821050020000,District,Pontiac-W Holliday SD 105,Fairview Heights,Saint Clair,ELEMENTARY,MEDIUM,715.0,45.2,22.0,13.2,60.9,39.1,88.2,56543.79,92443.33
500821100040000,District,Grant CCSD 110,Fairview Heights,Saint Clair,ELEMENTARY,MEDIUM,570.0,54.6,23.0,14.8,46.3,53.7,86.9,54895.36,111852.63
500821130020000,District,Wolf Branch SD 113,Swansea,Saint Clair,ELEMENTARY,MEDIUM,799.0,15.0,21.0,14.4,60.2,39.8,89.5,54131.71,103976.75
500821150020000,District,Whiteside SD 115,Belleville,Saint Clair,ELEMENTARY,MEDIUM,1279.0,56.2,23.0,14.1,34.4,65.6,92.7,58435.02,92543.67
500821160020000,District,High Mount SD 116,Swansea,Saint Clair,ELEMENTARY,MEDIUM,443.0,76.5,22.0,10.4,60.8,39.2,83.7,49605.88,94242.0
500821180020000,District,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,LARGE,3838.0,66.3,24.0,16.8,36.9,62.1,89.9,71737.24,101006.91
500821190020000,District,Belle Valley SD 119,Belleville,Saint Clair,ELEMENTARY,MEDIUM,1044.0,68.1,23.0,11.6,45.9,54.1,92.4,46189.15,95618.75
500821300040000,District,Smithton CCSD 130,Smithton,Saint Clair,ELEMENTARY,MEDIUM,533.0,13.5,20.0,12.4,57.1,42.9,96.9,50915.8,99069.8
500821600040000,District,Millstadt CCSD 160,Millstadt,Saint Clair,ELEMENTARY,MEDIUM,782.0,11.0,23.0,14.6,64.7,35.3,91.8,58873.23,98478.67
500821750020000,District,Harmony Emge SD 175,Belleville,Saint Clair,ELEMENTARY,MEDIUM,809.0,61.8,25.0,13.8,51.0,49.0,75.7,55653.05,85034.25
500821810020000,District,Signal Hill SD 181,Belleville,Saint Clair,ELEMENTARY,MEDIUM,348.0,51.4,17.0,11.9,60.8,39.2,83.9,48586.49,107250.0
500821870260000,District,Cahokia CUSD 187,Cahokia,Saint Clair,UNIT,LARGE,3433.0,88.5,23.0,15.1,52.7,46.0,80.6,60670.11,99262.57
500821880220000,District,Brooklyn UD 188,Lovejoy,Saint Clair,UNIT,SMALL,124.0,99.2,2.0,13.6,70.0,30.0,83.3,50134.85,113291.51
500821890220000,District,East St Louis SD 189,East Saint Louis,Saint Clair,UNIT,LARGE,5718.0,82.5,17.0,10.8,43.2,56.1,75.8,63392.77,97685.79
500821960260000,District,Dupo CUSD 196,Dupo,Saint Clair,UNIT,MEDIUM,1040.0,58.3,17.0,11.7,57.1,42.9,91.3,47795.87,96239.27
500822010170000,District,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,LARGE,4735.0,45.1,19.0,15.9,33.1,66.1,92.8,73644.55,108767.39
500822030170000,District,O Fallon Twp HSD 203,O Fallon,Saint Clair,HIGH SCHOOL,MEDIUM,2443.0,21.5,20.0,14.7,23.9,73.9,94.7,62382.4,111454.35
510652000260000,District,Greenview CUSD 200,Greenview,Menard,UNIT,SMALL,232.0,43.1,14.0,10.4,56.0,44.0,83.3,43397.09,86215.77
510652020260000,District,Porta CUSD 202,Petersburg,Menard,UNIT,MEDIUM,1145.0,40.2,18.0,15.0,49.4,49.4,90.1,45559.48,98200.41
510652130260000,District,Athens CUSD 213,Athens,Menard,UNIT,MEDIUM,1120.0,32.2,20.0,14.6,63.8,36.2,89.2,44857.12,100527.02
510840010260000,District,Tri City CUSD 1,Buffalo,Sangamon,UNIT,MEDIUM,564.0,37.6,16.0,12.1,84.4,15.6,71.7,40704.82,93040.58
510840050260000,District,Ball Chatham CUSD 5,Chatham,Sangamon,UNIT,LARGE,4809.0,20.1,23.0,13.4,54.9,44.7,87.6,50678.58,88093.0
510840080260000,District,Pleasant Plains CUSD 8,Pleasant Plains,Sangamon,UNIT,MEDIUM,1269.0,10.9,23.0,15.9,61.9,38.1,91.5,65212.38,106814.27
510840100260000,District,Auburn CUSD 10,Auburn,Sangamon,UNIT,MEDIUM,1342.0,35.2,23.0,16.1,55.3,42.3,86.9,47109.33,95048.03
510840110260000,District,Pawnee CUSD 11,Pawnee,Sangamon,UNIT,MEDIUM,605.0,27.1,15.0,14.1,58.3,41.7,86.0,50809.36,93622.0
510840140260000,District,Riverton CUSD 14,Riverton,Sangamon,UNIT,MEDIUM,1387.0,53.1,19.0,12.4,63.1,36.9,81.9,51811.19,83681.25
510840150260000,District,Williamsville CUSD 15,Williamsville,Sangamon,UNIT,MEDIUM,1543.0,7.9,21.0,14.4,54.3,44.6,87.9,49179.93,104260.52
510840160260000,District,New Berlin CUSD 16,New Berlin,Sangamon,UNIT,MEDIUM,936.0,33.4,18.0,10.7,48.0,52.0,86.5,46047.91,97595.5
510841860250000,District,Springfield SD 186,Springfield,Sangamon,UNIT,LARGE,14295.0,67.5,20.0,14.6,47.2,52.6,89.9,59438.63,99802.81
530601260260000,District,Havana CUSD 126,Havana,Mason,UNIT,MEDIUM,946.0,55.6,18.0,16.2,33.4,66.6,86.2,50463.47,91481.77
530601890260000,District,Illini Central CUSD 189,Mason City,Mason,UNIT,MEDIUM,708.0,39.8,10.0,11.6,66.3,33.7,84.8,43717.74,78016.72
530601910260000,District,Midwest Central CUSD 191,Manito,Mason,UNIT,MEDIUM,942.0,55.0,16.0,14.4,56.8,43.2,86.6,51344.31,84981.21
530900500020000,District,District 50 Schools,Washington,Tazewell,ELEMENTARY,MEDIUM,769.0,57.7,22.0,12.3,60.0,40.0,88.6,42512.58,88645.0
530900510020000,District,Central SD 51,Washington,Tazewell,ELEMENTARY,MEDIUM,1377.0,10.5,24.0,11.6,44.0,56.0,90.5,45593.99,96213.18
530900520020000,District,Washington SD 52,Washington,Tazewell,ELEMENTARY,MEDIUM,978.0,25.8,21.0,11.0,74.5,25.5,88.6,42226.4,88023.69
530900760020000,District,Creve Coeur SD 76,Creve Coeur,Tazewell,ELEMENTARY,MEDIUM,580.0,69.8,21.0,13.5,61.5,38.5,85.0,47271.4,90078.33
530900850020000,District,Robein SD 85,East Peoria,Tazewell,ELEMENTARY,SMALL,155.0,23.9,17.0,13.1,41.6,58.4,94.6,44217.45,110248.56
530900860020000,District,East Peoria SD 86,East Peoria,Tazewell,ELEMENTARY,MEDIUM,1596.0,48.9,21.0,13.5,36.7,63.3,89.9,50954.06,84714.18
530900980020000,District,Rankin CSD 98,Pekin,Tazewell,ELEMENTARY,SMALL,231.0,28.1,16.0,9.1,53.6,46.4,96.4,40773.41,95178.5
530901020020000,District,N Pekin & Marquette Hght SD 102,Marquette Heights,Tazewell,ELEMENTARY,MEDIUM,574.0,50.2,21.0,12.8,61.7,38.3,85.3,53980.09,93585.25
530901080020000,District,Pekin PSD 108,Pekin,Tazewell,ELEMENTARY,LARGE,3642.0,57.1,23.0,12.5,40.5,59.5,88.9,50877.48,111126.72
530901370020000,District,South Pekin SD 137,South Pekin,Tazewell,ELEMENTARY,SMALL,229.0,63.8,21.0,9.4,84.4,15.6,85.7,41643.84,65729.94
530903030160000,District,Pekin CSD 303,Pekin,Tazewell,HIGH SCHOOL,MEDIUM,1849.0,42.9,19.0,10.9,55.7,41.4,85.0,48075.72,78343.07
530903080160000,District,Washington CHSD 308,Washington,Tazewell,HIGH SCHOOL,MEDIUM,1348.0,21.7,18.0,16.1,32.9,65.9,95.0,65180.25,95030.68
530903090160000,District,East Peoria CHSD 309,East Peoria,Tazewell,HIGH SCHOOL,MEDIUM,988.0,51.0,14.0,13.4,32.5,67.5,91.8,55827.43,89211.5
530906060040000,District,Spring Lake CCSD 606,Manito,Tazewell,ELEMENTARY,SMALL,52.0,44.2,12.0,13.8,69.4,30.6,76.9,43888.0,177083.33
530907010260000,District,Deer Creek-Mackinaw CUSD 701,Mackinaw,Tazewell,UNIT,MEDIUM,1061.0,20.5,20.0,13.5,62.9,37.1,89.6,44838.98,86119.35
530907020260000,District,Tremont CUSD 702,Tremont,Tazewell,UNIT,MEDIUM,983.0,13.1,20.0,14.3,33.0,65.4,91.8,54632.97,92978.83
530907030260000,District,Delavan CUSD 703,Delavan,Tazewell,UNIT,SMALL,472.0,37.9,15.0,10.7,63.0,37.0,87.3,42396.7,89413.33
530907090260000,District,Morton CUSD 709,Morton,Tazewell,UNIT,LARGE,3073.0,14.9,23.0,13.8,40.3,59.7,90.2,54125.66,97428.88
531020010040000,District,Metamora CCSD 1,Metamora,Woodford,ELEMENTARY,MEDIUM,918.0,20.7,21.0,13.7,39.8,60.2,91.7,46187.79,90636.99
531020020040000,District,Riverview CCSD 2,East Peoria,Woodford,ELEMENTARY,SMALL,249.0,51.4,19.0,10.2,73.3,26.7,76.1,43850.98,104000.0
531020060260000,District,Fieldcrest CUSD 6,Minonk,Woodford,UNIT,MEDIUM,984.0,47.0,18.0,14.6,46.8,53.2,60.9,55323.73,90843.96
531020110260000,District,El Paso-Gridley CUSD 11,El Paso,Woodford,UNIT,MEDIUM,1227.0,37.7,18.0,16.3,46.6,53.4,78.4,52631.91,98400.73
531020210260000,District,Lowpoint-Washburn CUSD 21,Washburn,Woodford,UNIT,SMALL,339.0,50.7,14.0,16.9,64.3,32.1,87.4,47560.27,84744.22
531020600260000,District,Roanoke Benson CUSD 60,Roanoke,Woodford,UNIT,MEDIUM,503.0,23.7,17.0,16.3,50.1,49.9,93.6,55360.63,119677.67
531020690020000,District,Germantown Hills SD 69,Germantown Hills,Woodford,ELEMENTARY,MEDIUM,808.0,13.9,21.0,15.5,43.3,56.7,85.8,48906.85,90294.45
531021220170000,District,County of Woodford School,Metamora,Woodford,HIGH SCHOOL,MEDIUM,989.0,17.3,23.0,16.4,33.3,65.1,92.9,68637.5,91870.2
531021400260000,District,Eureka CUD 140,Eureka,Woodford,UNIT,MEDIUM,1583.0,22.0,20.0,15.7,36.3,62.7,90.6,57351.75,87885.64
540920010260000,District,Bismarck Henning CUSD,Bismarck,Vermilion,UNIT,MEDIUM,599.0,35.2,19.0,12.3,57.9,42.1,84.9,43468.32,88025.2
540920020260000,District,Westville CUSD 2,Westville,Vermilion,UNIT,MEDIUM,1316.0,59.9,19.0,12.3,70.3,29.7,81.6,43718.58,87848.24
540920040260000,District,Georgetown-Ridge Farm CUD 4,Georgetown,Vermilion,UNIT,MEDIUM,973.0,60.9,19.0,13.0,67.6,30.9,77.1,41828.1,74215.0
540920070260000,District,Rossville-Alvin CUSD 7,Rossville,Vermilion,UNIT,SMALL,304.0,48.4,15.0,8.1,73.7,26.3,72.3,40634.91,97350.0
540920100260000,District,Potomac CUSD 10,Potomac,Vermilion,UNIT,SMALL,156.0,46.8,16.0,11.3,70.4,22.2,81.1,37186.95,98500.0
540920110260000,District,Hoopeston Area CUSD 11,Hoopeston,Vermilion,UNIT,MEDIUM,1238.0,66.2,17.0,10.3,69.7,30.3,70.2,44369.44,75572.27
540920610030000,District,Armstrong-Ellis Cons SD 61,Armstrong,Vermilion,ELEMENTARY,SMALL,73.0,50.7,8.0,20.6,68.4,31.6,93.8,46649.54,97842.6
540920760260000,District,Oakwood CUSD 76,Oakwood,Vermilion,UNIT,MEDIUM,993.0,41.5,18.0,10.4,74.7,25.3,80.1,38067.23,74466.52
540921180240000,District,Danville CCSD 118,Danville,Vermilion,UNIT,LARGE,5631.0,68.7,19.0,12.8,51.5,48.5,79.5,54446.11,91382.86
540922250170000,District,Armstrong Twp HSD 225,Armstrong,Vermilion,HIGH SCHOOL,SMALL,134.0,42.5,9.0,11.1,50.0,50.0,83.3,45280.39,91297.33
540925120260000,District,Salt Fork Community Unit District  512,Catlin,Vermilion,UNIT,MEDIUM,907.0,42.7,19.0,15.3,58.9,41.1,89.6,49166.47,74706.32
560990170020000,District,Channahon SD 17,Channahon,Will,ELEMENTARY,MEDIUM,1307.0,13.3,23.0,12.8,47.2,52.8,88.0,54535.65,110202.21
560990810020000,District,Union SD 81,Joliet,Will,ELEMENTARY,SMALL,92.0,40.2,10.0,11.8,73.7,26.3,85.3,56253.42,126213.33
560990840020000,District,Rockdale SD 84,Rockdale,Will,ELEMENTARY,MEDIUM,278.0,72.7,19.0,9.6,39.6,60.4,85.0,52119.56,101119.23
560990860050000,District,Joliet PSD 86,Joliet,Will,ELEMENTARY,LARGE,11444.0,96.2,24.0,10.6,41.7,58.3,88.1,56012.83,96816.77
560990880020000,District,Chaney-Monge SD 88,Crest Hill,Will,ELEMENTARY,MEDIUM,444.0,75.0,24.0,12.7,35.5,64.5,88.8,55380.96,124850.29
560990890020000,District,Fairmont SD 89,Lockport,Will,ELEMENTARY,MEDIUM,266.0,55.3,16.0,7.7,60.2,39.8,79.7,47245.03,93654.21
560990900020000,District,Taft SD 90,Lockport,Will,ELEMENTARY,MEDIUM,315.0,35.2,21.0,11.3,77.3,22.7,76.5,48741.13,100000.0
560990910020000,District,Lockport SD 91,Lockport,Will,ELEMENTARY,MEDIUM,632.0,35.9,22.0,14.9,46.3,53.7,87.0,55041.13,130280.77
560990920020000,District,Will County SD 92,Lockport,Will,ELEMENTARY,MEDIUM,1499.0,23.3,23.0,15.4,19.9,80.1,91.5,68545.2,125023.7
560991140020000,District,Manhattan SD 114,Manhattan,Will,ELEMENTARY,MEDIUM,1477.0,12.4,26.0,11.5,49.6,50.4,88.0,52072.41,108068.87
560991220020000,District,New Lenox SD 122,New Lenox,Will,ELEMENTARY,LARGE,5251.0,11.2,25.0,13.7,34.0,65.6,87.3,57338.38,110265.67
560991590020000,District,Mokena SD 159,Mokena,Will,ELEMENTARY,MEDIUM,1574.0,17.2,23.0,14.9,34.8,65.2,83.0,58224.46,106453.23
560991610020000,District,Summit Hill SD 161,Frankfort,Will,ELEMENTARY,LARGE,2981.0,11.7,22.0,14.3,31.4,68.6,91.2,65556.24,109647.83
560992020220000,District,Plainfield SD 202,Plainfield,Will,UNIT,LARGE,27102.0,27.2,21.0,12.0,36.9,62.9,88.2,60503.68,96101.47
560992030040000,District,Elwood CCSD 203,Elwood,Will,ELEMENTARY,MEDIUM,340.0,36.2,22.0,11.7,42.9,57.1,86.4,59051.35,127674.5
560992040170000,District,Joliet Twp HSD 204,Joliet,Will,HIGH SCHOOL,LARGE,6719.0,60.2,23.0,13.2,18.3,79.9,92.0,77322.46,114960.85
560992050170000,District,Lockport Twp HSD 205,Lockport,Will,HIGH SCHOOL,LARGE,3746.0,17.8,22.0,13.9,20.3,79.7,93.1,81610.73,125175.08
560992100160000,District,Lincoln Way CHSD 210,New Lenox,Will,HIGH SCHOOL,LARGE,7010.0,6.8,20.0,14.5,9.4,90.6,88.4,87160.6,121663.65
07016113A020000,District,Lemont-Bromberek CSD 113A,Lemont,Cook,ELEMENTARY,LARGE,2166.0,15.8,27.0,13.8,36.7,63.3,90.9,65572.51,115045.7
11012002C260000,District,Marshall CUSD 2C,Marshall,Clark,UNIT,MEDIUM,1306.0,37.3,16.0,14.1,62.0,36.9,90.5,35821.66,68181.98
11012003C260000,District,Martinsville CUSD 3C,Martinsville,Clark,UNIT,SMALL,416.0,59.6,15.0,13.8,79.1,20.9,79.5,38679.25,96472.66
11012004C260000,District,Casey-Westfield CUSD 4C,Casey,Clark,UNIT,MEDIUM,890.0,76.3,17.0,16.8,55.8,40.7,87.5,50516.64,89250.32
11087003A260000,District,Cowden-Herrick CUSD 3A,Cowden,Shelby,UNIT,SMALL,356.0,66.3,14.0,13.8,73.5,26.5,91.9,41231.96,77262.0
11087005A260000,District,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,UNIT,SMALL,355.0,36.1,17.0,12.2,61.9,38.1,88.9,44007.12,100250.0
17053006J260000,District,Tri Point CUSD 6-J,Kempton,Livingston,UNIT,SMALL,397.0,54.9,14.0,13.9,52.6,44.9,82.3,47687.96,99982.87
24032002C020000,District,Mazon-Verona-Kinsman ESD 2C,Mazon,Grundy,ELEMENTARY,MEDIUM,303.0,34.3,16.0,13.2,51.9,48.1,88.9,52382.72,83158.37
24032024C040000,District,Nettle Creek CCSD 24C,Morris,Grundy,ELEMENTARY,SMALL,86.0,11.6,9.0,16.1,65.3,34.7,85.7,49025.13,63333.33
24032060C040000,District,Saratoga CCSD 60C,Morris,Grundy,ELEMENTARY,MEDIUM,805.0,33.5,21.0,13.0,60.3,39.7,91.8,48616.22,95340.1
24032072C040000,District,Gardner CCSD 72C,Gardner,Grundy,ELEMENTARY,SMALL,193.0,33.2,21.0,10.9,46.7,53.3,83.3,44830.3,92250.0
51084003A260000,District,Rochester CUSD 3A,Rochester,Sangamon,UNIT,LARGE,2253.0,13.8,24.0,15.4,52.9,47.1,89.4,49273.35,89930.73
56099030C040000,District,Troy CCSD 30C,Plainfield,Will,ELEMENTARY,LARGE,4312.0,35.6,23.0,10.6,39.3,60.7,87.9,56020.56,89931.02
56099033C040000,District,Homer CCSD 33C,Homer Glen,Will,ELEMENTARY,LARGE,3800.0,9.2,24.0,12.4,30.1,69.9,88.5,58920.01,109368.85
56099070C040000,District,Laraway CCSD 70C,Joliet,Will,ELEMENTARY,MEDIUM,414.0,96.9,16.0,13.1,31.0,69.0,87.2,67603.23,117049.67
56099088A020000,District,Richland GSD 88A,Crest Hill,Will,ELEMENTARY,MEDIUM,933.0,40.5,24.0,12.9,35.7,62.6,84.3,60437.31,114086.23
56099157C040000,District,Frankfort CCSD 157C,Frankfort,Will,ELEMENTARY,LARGE,2509.0,3.3,25.0,14.0,35.5,64.5,86.2,55438.73,97354.1
56099200U260000,District,Beecher CUSD 200U,Beecher,Will,UNIT,MEDIUM,1014.0,20.7,18.0,13.2,36.4,63.6,89.0,60866.54,93750.38
56099201U260000,District,Crete Monee CUSD 201U,Crete,Will,UNIT,LARGE,4893.0,68.5,21.0,11.7,39.3,60.7,82.3,59303.62,105027.16
56099207U260000,District,Peotone CUSD 207U,Peotone,Will,UNIT,MEDIUM,1478.0,20.6,18.0,13.9,55.2,43.8,80.6,45051.57,91263.46
56099209U260000,District,Wilmington CUSD 209U,Wilmington,Will,UNIT,MEDIUM,1355.0,42.0,20.0,11.9,47.9,49.9,88.6,47004.75,99781.38
56099255U260000,District,Reed Custer CUSD 255U,Braidwood,Will,UNIT,MEDIUM,1500.0,38.7,21.0,13.5,31.3,68.7,83.5,57410.56,107871.6
56099365U260000,District,Valley View CUSD 365U,Romeoville,Will,UNIT,LARGE,16826.0,62.4,21.0,11.8,26.8,73.0,86.2,63055.67,92895.94
